gene,sander,lof_z,ios,exac,pNull,pRec,miss_z,zhang,krish,n_syn,mu_lof,mu_mis,mu_syn,bp,DF,EC,AS,CE,core,Hub
G0S2,0.152414161,-0.977447007,0.795355475,-0.457687275,0.151381999,0.388316072,-0.243996252,-2.118760249,-0.344904176,-0.842166404,-0.871312414,-0.796415321,-0.769463034,-0.814424282,-0.342923507,-0.135130086,-0.124289647,-0.260881751,-0.683062649,-0.117383341
FGF22,0.194595911,-1.914559179,1.420106671,-0.832803617,2.206507924,-0.773153297,-1.493489095,-1.121910947,-0.478785292,-0.659003664,-0.750312105,-0.412079113,-0.441050071,-0.705148463,-0.266358427,-0.135144082,-0.124313481,-0.259020924,-0.155175306,-0.117368577
TP53I13,0.426617656,-0.128001066,-0.26620787,-0.679834978,-0.535609812,1.15952459,-0.810067151,-1.623948823,-0.710034491,-0.400420973,-0.352836228,-0.243371862,-0.231847507,-0.341439396,0.145171118,-0.114279853,-0.115037779,-0.043473191,0.240281511,-0.092777612
SEPN1,0.210694908,-0.766808954,1.436580122,-0.833055294,1.019869841,0.136421657,-0.19642021,-1.814433186,-0.326647661,0.11674441,-0.046617569,0.194212571,0.317455315,-0.020135871,-0.238442693,-0.125536357,-0.115659391,-0.207304329,-0.337077748,-0.1135557
ASB5,0.528391045,-1.460150618,0.555575246,-0.833055558,2.811025086,-1.236105303,-0.993524727,-1.390480897,0.421869484,-0.454292367,-0.269690765,-0.553371437,-0.529873506,-0.445822268,-0.33201365,-0.135129732,-0.124306292,-0.259467221,-0.562700532,-0.117358036
S100A10,0.040214822,-0.898316085,0.029881252,-0.409925373,0.053939469,0.410356507,-0.071472412,-2.257588766,-0.18668104,-0.799069289,-0.926742723,-0.923472969,-0.930747693,-0.824210176,-0.179854372,-0.134149659,-0.123088106,-0.246450282,-0.246126527,-0.117168182
SLC5A10,0.568853363,-0.890214355,0.412155847,-0.833055558,2.364879387,-0.894232513,-0.276986459,-1.772656105,0.044568159,0.407649938,0.102097895,0.252205689,0.422640962,0.015745741,-0.353569404,-0.135102448,-0.124303603,-0.259193706,-0.445754998,-0.117306825
GCHFR,0.050931267,-1.085502091,1.295404419,-0.730727713,0.465359196,0.448579697,-0.161047438,-1.925276379,-1.08125031,-0.78829501,-0.873340352,-0.877605685,-0.89568581,-0.845412946,-0.362252403,-0.135157674,-0.124314452,-0.263512166,-0.700882631,-0.117385729
CCDC150,0.492514932,-0.924179934,1.495172073,-0.833055558,2.907965396,-1.310388609,-1.700435217,-1.015570845,-0.125825988,0.558489842,1.427017483,0.389280331,0.097734187,0.813296117,-0.3394191,-0.135004477,-0.124223577,-0.257163546,-0.381841483,-0.11718367
FAM195A,0.0956523,-0.962045441,2.093490958,-0.702726139,0.277268521,0.561855226,-0.331416213,-1.860191165,-1.202960415,-0.734423616,-0.705697466,-0.645633215,-0.582466329,-0.721458287,-0.087591889,-0.134059305,-0.123876306,-0.236312448,-0.107761071,-0.115637116
TYRP1,0.524240481,-2.766963263,1.052396417,-0.833055558,2.921194847,-1.320526184,-2.533898177,-0.573683015,0.957393945,-0.012546935,-0.283210352,-0.243371862,-0.407156918,-0.106577936,-0.191583794,-0.135112724,-0.124314452,-0.261996446,-0.518980189,-0.117344546
CDK5RAP2,0.574347902,0.790374333,0.507473557,-0.833055558,-0.590631075,1.370517319,-1.383008599,-1.186254513,-1.0690793,1.84062902,2.312550473,1.617680006,1.439435547,2.105034148,0.000698731,-0.105463114,-0.11944027,-0.166147881,0.026727135,-0.060560668
RANGRF,-0.920998486,-0.462726474,-0.524095118,-0.782343749,-0.332210272,1.11661601,-0.365472802,-1.772767176,-0.776975048,-0.691326501,-0.605652517,-0.69466376,-0.633890423,-0.679052745,-0.363620272,-0.135059397,-0.124100479,-0.257294361,-0.60993141,-0.117356786
METTL6,0.421918824,-0.823165967,1.067059166,-0.831581786,0.386669891,0.620006793,-0.907048638,-1.440956316,-0.05888543,-0.669777943,-0.607680455,-0.705735173,-0.726220046,-0.519216474,0.10340902,-0.112228096,-0.116181248,-0.013508496,0.07771639,-0.087000678
KIF7,0.549607664,-0.00456588,0.011774233,-0.833055456,-0.544560211,1.335213936,-2.326866381,-0.684363212,0.026311643,1.151075176,1.413497896,2.192339081,2.234171545,1.207993849,-0.277254062,-0.092022972,-0.075618415,-0.13659742,-0.38560811,-0.088470142
ALKBH2,0.287092561,-1.118217865,0.263461796,-0.831060906,0.999868809,0.149550441,-0.606703022,-1.601777052,-0.862172122,-0.572809434,-0.728004785,-0.601347561,-0.622203129,-0.556729068,0.141268618,0.13615926,0.199843446,0.386485378,0.125087242,0.074637917
ALDH9A1,0.540284124,-0.274611026,0.9258441,-0.833024051,-0.427357616,1.245369199,-0.622860885,-1.593084152,-0.703948985,0.009001622,-0.087176331,-0.195922948,-0.214316565,-0.137566601,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
FAM166A,0.553763206,-1.740092597,-0.228419308,-0.833055558,2.866109988,-1.278315703,-2.753667637,-0.460195654,-0.192766545,-0.174161118,-0.429897878,-0.448983825,-0.395469624,-0.465394056,-0.098081077,-0.125593085,-0.115743427,-0.194118241,-0.025279501,-0.106509897
MRPS7,0.029541906,-0.765815156,-0.050557211,-0.826970096,0.172888663,0.778741625,-0.719938261,-1.550125924,-1.233387941,-0.486615203,-0.639451486,-0.581313575,-0.702845458,-0.587717733,-0.373165277,-0.135157431,-0.124314083,-0.263183845,-0.700882631,-0.117385764
NPC2,0.494974599,-0.749115763,0.440890899,-0.811805215,0.077632435,0.835024662,-0.008324078,-1.942703978,-0.05888543,-0.723649337,-0.684742105,-0.821194198,-0.799849999,-0.736137128,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
NIPSNAP3B,-0.01531937,-0.418426,0.802972232,-0.774724428,-0.374219858,1.140411649,-1.195360773,-1.344262207,0.458382515,-0.680552222,-0.573881486,-0.637725062,-0.671289764,-0.579562821,-0.280275114,-0.131145148,-0.120280027,-0.237725325,-0.459143381,-0.114905182
LGALS3,-0.223981096,-1.177562247,1.887189032,-0.832627864,1.314380186,-0.089726788,-0.903774131,-1.451251149,-0.819573585,-0.60513227,-0.707725404,-0.682010716,-0.670121035,-0.574669874,-0.155296641,-0.1350842,-0.124152871,-0.259204166,-0.064224086,-0.117344296
QPCT,0.558019183,-1.062780888,1.51235406,-0.833055512,2.089002163,-0.68283325,-1.581582671,-1.090898832,-0.363160692,-0.378872415,-0.283210352,-0.491160638,-0.526367317,-0.393630832,-0.373165277,-0.135157696,-0.124314452,-0.263547919,-0.700882631,-0.117385764
FUT10,0.557779829,-0.812880514,0.399894247,-0.833054806,1.072254007,0.096280183,-1.507197599,-1.130633206,-0.722205501,-0.174161118,-0.161534063,-0.369902301,-0.408325647,-0.201174913,-0.250637768,-0.13459257,-0.124052491,-0.246607773,-0.441685112,-0.116733768
METTL22,0.54716416,-0.717500686,-0.112298209,-0.833055461,0.940785102,0.197022767,-1.857454794,-0.947635252,-0.9534547,-0.001772657,-0.120975301,-0.30136498,-0.16522993,-0.32349859,-0.171275794,-0.03442979,-0.010884549,-0.019159633,-0.133919279,-0.03599236
ADAMTSL5,0.494997488,-1.248615362,0.756090798,-0.833055557,2.617876727,-1.088099418,-0.829525786,-1.495061141,-0.369246197,-0.206483954,-0.019578393,0.152035759,0.153833198,-0.214222772,-0.120597515,-0.134986583,-0.124230068,-0.25613666,-0.189100476,-0.117130961
STARD3NL,0.239462312,-0.519791393,-0.077028885,-0.819510574,-0.250137962,1.094679187,-0.134911068,-1.876857651,-0.217108566,-0.572809434,-0.588077053,-0.72893242,-0.733232423,-0.600765592,-0.256440144,-0.11605286,-0.09042299,-0.214958908,-0.42212678,-0.115834463
CCDC160,0.222972134,-1.288611627,0.036927244,-0.761096196,0.74916202,0.264569333,-1.752691274,-1.068903423,-0.332733166,-0.712875058,-0.749636125,-0.685173977,-0.725051317,-0.452346197,-0.278886903,-0.135079594,-0.124262755,-0.257495971,-0.492279185,-0.117340299
LYPLA1,0.267506114,-0.392698916,0.248543187,-0.812308996,-0.387440256,1.191955768,0.018051681,-1.966406155,0.434040494,-0.594357991,-0.511691383,-0.685173977,-0.65960247,-0.607289521,-0.373165277,-0.132240927,-0.120121622,-0.176191921,-0.518980189,-0.117385764
ARHGAP22,0.497414553,-0.141547105,-0.678457454,-0.831285687,-0.525674223,1.318792012,-0.479806839,-1.685406794,0.306244884,0.256810035,-0.060137156,0.552715481,0.749885196,0.182105942,-0.055213822,-0.134932725,-0.124174894,-0.247532601,0.078462008,-0.117103482
TIMMDC1,0.443200723,-0.944965178,0.516802608,-0.833054171,1.430435813,-0.178188056,-0.539787402,-1.65479149,-1.044737279,-0.486615203,-0.323769115,-0.56338843,-0.643240258,-0.517585491,0.197930015,-0.132485218,-0.12266155,-0.217769586,0.127056336,-0.11443572
CD164,0.224135644,-0.080786795,-0.5856393,0.146542012,-0.559095273,0.266951857,-0.995675828,-2.284837199,-1.251644457,-0.583583712,-0.54751829,-0.669357672,-0.603503458,-0.661111939,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
C4orf22,0.5359221,-1.174994973,0.645126263,-0.833028203,1.656023808,-0.351080782,-0.730054775,-1.555996809,0.318415895,-0.659003664,-0.585373136,-0.684646767,-0.677133411,-0.574669874,-0.341721615,-0.13515046,-0.124311346,-0.262568244,-0.647883081,-0.117378645
TTC39A,-2.665861098,0.467606392,-0.479870692,-0.592945189,-0.589631662,1.105178387,0.204760575,-2.267808562,-0.04671442,-0.109515445,0.176455627,-0.111569322,-0.044850801,-0.034814712,-0.30901302,-0.135140202,-0.124314275,-0.263089795,-0.53896099,-0.117369252
TACC3,0.549124033,0.453329374,-0.263176912,-0.608474877,-0.589497365,1.122187344,-1.339740179,-1.433443665,-0.320562155,0.892492485,0.034499957,0.362919823,0.633012256,0.384347755,-0.333936113,-0.134459696,-0.123957444,-0.250459815,-0.246126527,-0.116673814
HINT1,0.380412258,-0.749554582,0.886677831,-0.627250177,-0.040880624,0.722481168,-0.016932749,-2.120805948,0.677460704,-0.863714962,-0.830077672,-0.838592134,-0.887504705,-0.776911687,-0.373165277,-0.132075491,-0.118585861,-0.189542981,-0.337077748,-0.117385764
APOH,-0.471830881,-1.391652897,0.798445477,-0.833055558,2.741877636,-1.183118805,-0.536961187,-1.663727173,-0.198852051,-0.400420973,-0.337288703,-0.525429298,-0.553248094,-0.41972655,-0.373165277,-0.134918552,-0.12389717,-0.25374358,-0.428028969,-0.117385764
PKDCC,0.46058774,-0.80037495,1.040528447,-0.832923426,0.524696472,0.515718007,-0.238177266,-1.822944073,-0.357075187,-0.378872415,-0.365003857,0.273294096,0.38757908,-0.17834116,-0.250155789,-0.134617373,-0.123799804,-0.246797712,-0.401371257,-0.116871162
NDUFA6,0.487693969,-1.094234893,1.631033759,-0.825094656,0.78733839,0.305834277,-0.383783901,-1.754704643,0.221047811,-0.583583712,-0.786139012,-0.679374665,-0.734401152,-0.731244181,1.466741424,-0.133662457,-0.124294307,-0.244601938,2.118605211,-0.114699765
XRCC6BP1,0.421767664,-0.57438579,1.600980044,-0.821738405,-0.174235845,1.038971503,-0.293305637,-1.807570003,-1.099506826,-0.669777943,-0.578613342,-0.636670642,-0.670121035,-0.581193804,-0.351792521,-0.134186863,-0.124314452,-0.212645172,-0.700882631,-0.116299104
SURF2,0.336537534,-1.337020139,1.863669589,-0.833054808,2.297645997,-0.842713691,-0.961626279,-1.442220584,-0.862172122,-0.60513227,-0.39542293,-0.448983825,-0.453906094,-0.56488398,-0.364025922,-0.135157265,-0.124314452,-0.262153567,-0.60993141,-0.117384545
PIWIL2,0.518467585,0.915973073,-0.552889214,-0.826990773,-0.59073461,1.363913839,-1.278299177,-1.280611243,0.604434641,0.580038399,0.778077277,0.447273449,0.212269669,0.604530374,-0.313046202,-0.134394146,-0.124314452,-0.256456245,-0.60993141,-0.116591378
NDUFB5,0.214259871,-0.665747094,0.05257407,-0.824651133,-0.023656188,0.926795063,-0.477652331,-1.710074259,-1.282071983,-0.680552222,-0.627959837,-0.714170536,-0.791668893,-0.674159798,1.100480404,-0.133993754,-0.123714029,-0.246622935,2.118605211,-0.115364826
TSPAN6,0.243491054,-0.7457862,1.062630819,-0.764175291,0.016020703,0.829754232,-0.858556652,-1.561192562,-0.594409891,-0.723649337,-0.605652517,-0.675684194,-0.681808329,-0.582824786,-0.347983646,-0.134372886,-0.122689369,-0.254309506,-0.60993141,-0.117046027
AMZ1,0.571428703,-2.76565105,0.432723059,-0.833055558,2.920875996,-1.320281717,-2.948271137,-0.388758958,-0.204937556,0.806298254,-0.353512208,0.02550532,0.235644257,-0.170186248,-0.267198616,-0.135113255,-0.124309723,-0.261043974,-0.619054818,-0.117325311
CDS2,-0.817038144,-0.159707054,-0.246191741,-0.832889965,-0.511464344,1.309670978,0.976590659,-2.477594637,0.738315756,-0.357323857,-0.100695919,-0.343541793,-0.373263765,-0.256628313,-0.346370044,-0.135155509,-0.124314452,-0.263484663,-0.700882631,-0.117380443
THEM4,-0.42595005,-1.084960143,1.946666653,-0.832466096,1.081102585,0.088850841,-0.80778313,-1.529063036,-0.996053237,-0.755972173,-0.63539561,-0.644578794,-0.682977058,-0.590979698,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
FIS1,0.21630633,-0.614536408,1.165899871,-0.734924463,-0.176281255,0.944880233,0.074480863,-2.085510422,0.683546209,-0.626680828,-0.7340886,-0.733150101,-0.692326893,-0.734506146,-0.373165277,-0.118236729,-0.092363747,-0.094975395,-0.428028969,-0.117385764
GPX2,0.486116707,-1.222788168,1.550201665,-0.827396495,1.049016612,0.107851559,-0.363690767,-1.771908988,-0.478785292,-0.680552222,-0.794926744,-0.693609339,-0.75777574,-0.672528816,-0.319605822,-0.135119102,-0.124306454,-0.260810102,-0.359062477,-0.11735204
LCA5L,-0.962181085,-0.704924315,1.943379835,-0.833050893,0.52941665,0.512241508,-1.047178254,-1.405529201,-0.235365082,-0.066418329,-0.222372208,-0.23809976,-0.3428768,0.110342718,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
MPND,0.469330561,-0.217065004,0.395524944,-0.794649314,-0.50116259,1.259640123,-0.399671125,-1.786153076,-0.198852051,-0.163386839,-0.323769115,0.004416914,0.270706139,-0.214222772,-0.373165277,-0.134993138,-0.123911079,-0.257601735,-0.700882631,-0.117385764
CAST,0.505957104,0.243963294,0.08268683,-0.833051748,-0.584359816,1.365707527,-1.572990611,-1.130067132,-1.105592331,0.041324459,0.372489648,0.009689015,-0.015632566,0.240821307,-0.373165277,-0.13506489,-0.124211986,-0.258454728,-0.155175306,-0.117385764
BCDIN3D,0.126351164,-0.548836124,0.441815932,-0.820748076,-0.211071849,1.066107197,-0.63243495,-1.642240839,-0.880428637,-0.60513227,-0.490060043,-0.525956508,-0.536885882,-0.506168615,-0.202514966,-0.030559495,0.014648957,-0.00392392,-0.162459408,-0.050746405
GGT6,0.419580401,-1.551649487,-0.39268146,-0.83304955,2.345070442,-0.879060035,-0.991501401,-1.441139243,-0.539640344,-0.087966887,-0.545490352,-0.190650846,-0.065887931,-0.17834116,-0.364934028,-0.135119102,-0.124268319,-0.256227504,-0.601408371,-0.117367703
MRPL21,-0.475373872,-1.386100646,1.716254837,-0.833055425,2.476292451,-0.979606431,-0.502730311,-1.701247114,-1.099506826,-0.562035155,-0.531294785,-0.688864448,-0.646746446,-0.648064081,-0.248340917,-0.124705758,-0.110640504,-0.129814074,-0.165089717,-0.112104797
SPP1,0.518059981,-1.308712563,-0.281028071,-0.83305187,2.114961401,-0.702729294,-0.662788693,-1.617250435,0.141936243,-0.497389482,-0.603624579,-0.580259155,-0.592984894,-0.470287003,-0.214427855,-0.135064181,-0.124104884,-0.255897231,0.208629576,-0.117376646
GPX3,-0.225326899,-0.555229001,-1.083247733,-0.794996937,-0.22610969,1.049255676,0.016212326,-2.01333979,-1.075164805,-0.572809434,-0.626607878,-0.648796476,-0.632721694,-0.613813451,-0.239257357,-0.134514617,-0.123537843,-0.217677103,-0.371215197,-0.117123467
NUP43,0.480136312,-0.57163023,0.508929991,-0.833046912,0.099305158,0.841823212,-0.659578546,-1.624316736,-0.728291006,-0.572809434,-0.195333033,-0.533864661,-0.56026047,-0.362642167,5.041575108,0.052677861,-0.083015927,0.382505343,3.755727184,0.171458194
OPTN,-0.311754522,-0.46946779,0.346557267,-0.833054339,-0.054563508,0.959737832,-0.477063813,-1.721654166,-1.306414004,-0.012546935,-0.093936125,-0.26973237,-0.293790165,-0.041338641,-0.172473853,-0.134950441,-0.124229141,-0.252555597,-0.246126527,-0.11709349
PDZK1IP1,0.386662068,-1.291859002,-0.304508151,-0.83187329,1.380326158,-0.141091382,-0.775972057,-1.564322085,-0.971711216,-0.734423616,-0.751664064,-0.835956083,-0.799849999,-0.796483476,-0.353178974,-0.135094122,-0.124314452,-0.259509402,-0.60993141,-0.117342547
SERPINF1,-0.101920418,-0.694035804,-1.145972808,-0.832853085,0.219320256,0.749644312,-1.019365205,-1.434768551,-1.026480763,0.019775901,-0.417730249,-0.322453386,-0.243534801,-0.300664837,-0.351554018,-0.135149964,-0.124314452,-0.262075491,-0.700882631,-0.117362332
C4orf19,0.501968074,-1.005698849,-0.274533162,-0.82289416,0.599147802,0.447616246,-0.823869653,-1.552167419,0.172363769,-0.540486597,-0.736116538,-0.631925751,-0.601166,-0.470287003,-0.197395905,-0.134907922,-0.124247455,-0.25308842,-0.361753724,-0.117071007
CAPN11,0.444718691,-0.478974262,0.606117446,-0.833055557,0.428897575,0.589272419,-0.997047566,-1.451798246,0.074995685,0.235261477,0.386009236,0.120403149,0.076697057,0.222880501,-0.341696289,-0.135149734,-0.124314452,-0.262153567,-0.700882631,-0.117368627
ATP5L,-0.337025623,-0.504710403,-0.566548204,-0.007799063,-0.38031672,0.300023004,-0.594604885,-2.399567933,-0.241450587,-0.78829501,-0.807770352,-0.880768946,-0.881661057,-0.814424282,0.527231759,-0.12820764,-0.115126683,-0.196797291,0.208629576,-0.111752369
IFI35,-0.331766207,-1.377761295,1.547780836,-0.833055419,2.465639037,-0.971442929,-0.926786719,-1.49007538,-1.172532889,-0.454292367,-0.484652208,-0.559170748,-0.511173835,-0.512692544,-0.186918658,-0.135151257,-0.124314452,-0.262995745,-0.60993141,-0.117383396
ABHD1,0.349448162,-2.706470446,1.037143222,-0.833055558,2.921210342,-1.320538025,-1.342580195,-1.271831687,-0.144082503,-0.292678184,-0.303489734,-0.390990707,-0.437543882,-0.321867608,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
TMCO1,0.49559195,-0.844859874,0.169226571,-0.833053226,1.057699773,0.107430923,0.360696439,-2.180613939,-1.762826897,-0.691326501,-0.276450558,-0.634561801,-0.682977058,-0.59261068,-0.355757186,-0.134628002,-0.123324566,-0.250213617,-0.60993141,-0.117216395
JMJD4,-0.781794215,-1.152145031,0.059068979,-0.833055101,2.055912463,-0.657477751,-0.71475643,-1.608782882,-1.026480763,0.105970132,-0.330528909,-0.000855188,0.18889508,-0.227270631,-0.332707963,-0.135157497,-0.124314452,-0.263528981,-0.700882631,-0.117385327
PXMP2,0.327878611,-0.736640426,0.527627456,-0.762484864,0.001453475,0.839053962,-0.84835182,-1.601127948,-1.032566268,-0.691326501,-0.747608187,-0.623490388,-0.539223341,-0.664373904,-0.298154537,-0.134737844,-0.124314452,-0.164729318,-0.60993141,-0.116608865
TMED3,0.231146842,-0.745866117,0.29924284,-0.826566802,0.131324754,0.810146916,-0.073499584,-1.958098588,-0.229279577,-0.454292367,-0.575233445,-0.59607546,-0.542729529,-0.628492292,-0.373165277,-0.135124417,-0.124254642,-0.262646619,-0.60993141,-0.117385764
IFT43,0.443587988,-0.993846318,0.985341403,-0.833054488,1.599193073,-0.307503169,-0.676234669,-1.632513022,-1.062993794,-0.551260876,-0.400154785,-0.66197673,-0.628046776,-0.635016222,-0.108294222,-0.125446925,-0.122285996,-0.197975798,-0.280371572,-0.104615411
CALCA,-0.323024012,-1.42914668,1.521072983,-0.829647086,1.414698725,-0.169883265,-1.116527704,-1.402243646,2.436171717,-0.723649337,-0.866580559,-0.818558147,-0.811537293,-0.752446952,-0.266624973,-0.13509359,-0.124305967,-0.251877523,-0.246126527,-0.117284342
ZNF676,0.574508078,-0.993962785,0.677010362,-0.83305143,1.446301793,-0.190349075,-1.601710206,-1.14138102,-0.55789686,-0.184935396,-0.356892105,-0.338269691,-0.444556259,-0.023397835,-0.347103266,-0.134062848,-0.124309282,-0.250111701,-0.618515932,-0.115152491
B3GNT4,-1.283891172,-1.429831681,1.92698511,-0.833045935,2.178711202,-0.751585976,-2.039277926,-0.909225833,-0.095398462,-0.012546935,-0.609032414,-0.338269691,-0.404819459,-0.365904132,-0.333087621,-0.134918552,-0.124314452,-0.261750106,-0.700882631,-0.116961092
MRO,0.538189393,-0.816292251,0.565612832,-0.832620713,0.466359073,0.560087104,-1.345644408,-1.278762493,0.373185442,-0.508163761,-0.423814064,-0.637725062,-0.628046776,-0.555098086,-0.189996316,-0.135037429,-0.124224273,-0.256412355,-0.537643744,-0.117260861
